ecef9dd4-a5e2-11e5-b1f6-a45e60eb67c5,4.5,"The Marx Brothers try to help the owner of a circus recover some stolen funds before he finds himself out of a job.","{}",NR,1939-10-20,1939,"At the Circus",6b234a61-faa6-4b4e-bba1-7c283fb8cae5
ecefb738-a5e2-11e5-bb27-a45e60eb67c5,5.7,"Ollie is in love with a woman. When he discovers that she is already married, he tries to kill himself. Of course, the suicide is avoided and the boys join the Foreign Legion to get away from their troubles. Finally, they are arrested for trying to desert the Legion and to escape the firing squad by stealing a plane.","{}",NR,1939-10-29,1939,"The Flying Deuces",6b234a61-faa6-4b4e-bba1-7c283fb8cae5
ecf4507d-a5e2-11e5-8dc8-a45e60eb67c5,6.3,"Gulliver washes ashore on Lilliput and attempts to prevent war between that tiny kingdom and its equally-miniscule rival, Blefiscu, as well as smooth the way for the romance between the Princess and Prince of the opposing lands. In this he is alternately aided and hampered by the Lilliputian town crier and general fussbudget, Gabby. A life-threatening situation develops when the bumbling trio of Blefiscu spies, Sneak, Snoop, and Snitch, manage to steal Gulliver's pistol.","{'Animation','Adventure','Family'}",G,1939-11-10,1939,"Gulliver's Travels",6b234a61-faa6-4b4e-bba1-7c283fb8cae5
ece679fd-a5e2-11e5-b056-a45e60eb67c5,7.0,"An American classic in which a manipulative woman and a roguish man carry on a turbulent love affair in the American south during the Civil War and Reconstruction.","{'Romance','War'}",G,1939-12-15,1939,"Gone with the Wind",6b234a61-faa6-4b4e-bba1-7c283fb8cae5
ecf63b1c-a5e2-11e5-80bf-a45e60eb67c5,5.5,"A mentally retarded giant and his level headed guardian find work at a sadistic cowboy's ranch in depression era America.","{}",R,1939-12-30,1939,"Of Mice and Men",6b234a61-faa6-4b4e-bba1-7c283fb8cae5
ece7aa02-a5e2-11e5-b219-a45e60eb67c5,7.2,"Hildy Johnson has divorced Walter Burns and visits his office to tell him that she is engaged to another man and that they are going to get married the day after. Walter Burns can't let that happen and frames the other man, Bruce Baldwin, for a lot of stuff getting him into trouble all the time, while he tries to steer Hildy back into her old job as his employee (editor of his newspaper).","{'Drama','Romance'}",NR,1940-01-11,1940,"His Girl Friday",6b234a61-faa6-4b4e-bba1-7c283fb8cae5
ecef13e6-a5e2-11e5-961e-a45e60eb67c5,7.6,"Two employees at a gift shop can barely stand one another, without realising that they are falling in love through the post as each other's anonymous pen pal.","{'Romance'}",NR,1940-01-11,1940,"The Shop Around the Corner",6b234a61-faa6-4b4e-bba1-7c283fb8cae5
eceabaa8-a5e2-11e5-b912-a45e60eb67c5,6.5,"Lonely toymaker Geppetto has his wishes answered when the Blue Fairy arrives to bring his wooden puppet Pinocchio to life. Before becoming a real boy, however, Pinocchio must prove he's worthy as he sets off on an adventure with his whistling sidekick and conscience, Jiminy Cricket. From Stromboli's circus to Pleasure Island, Pinocchio is tested by many temptations, but slowly learns how to navigate right from wrong. With a few mishaps along the way, Geppetto's \"little woodenhead\" finally gets it right, proving that when you wish upon a star dreams really can come true!","{'Family'}",G,1940-02-07,1940,"Pinocchio",6b234a61-faa6-4b4e-bba1-7c283fb8cae5
ece5f73d-a5e2-11e5-8a72-a45e60eb67c5,6.9,"A self-conscious bride is tormented by the memory of her husband's dead first wife.","{'Mystery','Romance','Thriller'}",NR,1940-04-12,1940,"Rebecca",6b234a61-faa6-4b4e-bba1-7c283fb8cae5
ece6a257-a5e2-11e5-b8f4-a45e60eb67c5,7.7,"Chaplin plays two totally opposite roles in his first \"talkie,\" giving a superb display of his boundless talent for both inspired comedy and powerful drama. One of his masterfully drawn characters is a Jewish barber facing the constant threat of storm troopers and religious persecution. The other is the great dictator, Hynkel, a brilliant lampoon of Adolph Hitler that is awesome proof of Chaplin's pantomime genius. The movie's famous highlight comes in its final scene, when Chaplin steps out of character and addresses the camera with an eloquent plea for the triumph of reason and humanity over mindless militarism.","{}",G,1940-10-15,1940,"The Great Dictator",6b234a61-faa6-4b4e-bba1-7c283fb8cae5
